X,Y,route_id
23.5,0.1177835799245721,0
23.5,0.13773951680088864,1
23.5,0.1336593317033415,2
23.5,0.1365710560625815,3
23.5,0.1267605633802817,4
23.5,0.05281322738582551,5
23.666666666666668,0.11415723817812591,0
23.666666666666668,0.13246320466537073,1
23.666666666666668,0.13447432762836187,2
23.666666666666668,0.13852672750977835,3
23.666666666666668,0.12603205439533754,4
23.666666666666668,0.05209085801428686,5
23.833333333333332,0.11169132579054249,0
23.833333333333332,0.12718689252985282,1
23.833333333333332,0.13556098886172235,2
23.833333333333332,0.13885267275097785,3
23.833333333333332,0.12311801845556096,4
23.833333333333332,0.05209085801428686,5
0.0,0.1114012184508268,0
0.0,0.12829769508469868,1
0.0,0.1380059766367835,2
0.0,0.14015645371577576,3
0.0,0.12214667314230208,4
0.0,0.05209085801428686,5
0.16666666666666666,0.11067595010153757,0
0.16666666666666666,0.13079700083310192,1
0.16666666666666666,0.1350176582450421,2
0.16666666666666666,0.14015645371577576,3
0.16666666666666666,0.12166100048567266,4
0.16666666666666666,0.05168954169676539,5
0.3333333333333333,0.11067595010153757,0
0.3333333333333333,0.1335740072202166,1
0.3333333333333333,0.13311600108666125,2
0.3333333333333333,0.14243807040417208,3
0.3333333333333333,0.11656143759106362,4
0.3333333333333333,0.05168954169676539,5
0.5,0.1114012184508268,0
0.5,0.12857539572341017,1
0.5,0.12578103776147787,2
0.5,0.14439374185136897,3
0.5,0.11340456532297231,4
0.5,0.052572437595312625,5
0.6666666666666666,0.11299680881926312,0
0.6666666666666666,0.12885309636212164,1
0.6666666666666666,0.12578103776147787,2
0.6666666666666666,0.14178617992177314,3
0.6666666666666666,0.11049052938319573,4
0.6666666666666666,0.05193033148727827,5
0.8333333333333334,0.11473745285755729,0
0.8333333333333334,0.12940849763954457,1
0.8333333333333334,0.1295843520782396,2
0.8333333333333334,0.14341590612777053,3
0.8333333333333334,0.11024769305488101,4
0.8333333333333334,0.05233164780479974,5
1.0,0.11502756019727299,0
1.0,0.1291307970008331,1
1.0,0.1314860092366205,2
1.0,0.14374185136897003,3
1.0,0.11000485672656629,4
1.0,0.05168954169676539,5
1.1666666666666667,0.1180736872642878,0
1.1666666666666667,0.130241599555679,1
1.1666666666666667,0.13202933985330073,2
1.1666666666666667,0.14341590612777053,3
1.1666666666666667,0.11607576493443418,4
1.1666666666666667,0.0530540171763384,5
1.3333333333333333,0.11836379460400347,0
1.3333333333333333,0.12968619827825603,1
1.3333333333333333,0.13338766639500135,2
1.3333333333333333,0.13917861799217732,3
1.3333333333333333,0.11728994657600778,4
1.3333333333333333,0.05329480696685127,5
1.5,0.11560777487670439,0
1.5,0.12940849763954457,1
1.5,0.13882097256180384,2
1.5,0.1375488917861799,3
1.5,0.11971830985915492,4
1.5,0.05329480696685127,5
1.6666666666666665,0.11604293588627793,0
1.6666666666666665,0.12968619827825603,1
1.6666666666666665,0.1404509644118446,2
1.6666666666666665,0.14113428943937417,3
1.6666666666666665,0.11898980087421077,4
1.6666666666666665,0.05441849265591139,5
1.8333333333333335,0.11488250652741513,0
1.8333333333333335,0.1291307970008331,1
1.8333333333333335,0.14887258897038846,2
1.8333333333333335,0.13917861799217732,3
1.8333333333333335,0.1192326372025255,4
1.8333333333333335,0.05481980897343286,5
2.0,0.11169132579054249,0
2.0,0.12801999444598722,1
2.0,0.1415376256452051,2
2.0,0.13885267275097785,3
2.0,0.11898980087421077,4
2.0,0.05522112529095433,5
2.1666666666666665,0.10922541340295909,0
2.1666666666666665,0.12579838933629547,1
2.1666666666666665,0.13746264602010325,2
2.1666666666666665,0.14243807040417208,3
2.1666666666666665,0.11826129188926664,4
2.1666666666666665,0.05498033550044144,5
2.3333333333333335,0.11096605744125326,0
2.3333333333333335,0.12357678422660372,1
2.3333333333333335,0.14126596033686498,2
2.3333333333333335,0.14308996088657105,3
2.3333333333333335,0.12068965517241378,4
2.3333333333333335,0.05490007223693716,5
2.5,0.1114012184508268,0
2.5,0.12163287975562344,1
2.5,0.14072262972018473,2
2.5,0.14308996088657105,3
2.5,0.12117532782904324,4
2.5,0.05586323139898869,5
2.6666666666666665,0.11212648680011604,0
2.6666666666666665,0.12218828103304638,1
2.6666666666666665,0.1284976908448791,2
2.6666666666666665,0.14471968709256844,3
2.6666666666666665,0.12141816415735793,4
2.6666666666666665,0.05602375792599727,5
2.8333333333333335,0.1122715404699739,0
2.8333333333333335,0.11885587336850875,1
2.8333333333333335,0.1293126867698995,2
2.8333333333333335,0.14471968709256844,3
2.8333333333333335,0.12044681884409908,4
2.8333333333333335,0.05602375792599727,5
3.0,0.11459239918769945,0
3.0,0.12135517911691197,1
3.0,0.13230100516164087,2
3.0,0.14504563233376794,3
3.0,0.12190383681398737,4
3.0,0.05610402118950157,5
3.1666666666666665,0.1144473455178416,0
3.1666666666666665,0.12274368231046932,1
3.1666666666666665,0.13257267046998097,2
3.1666666666666665,0.14569752281616688,3
3.1666666666666665,0.12287518212724623,4
3.1666666666666665,0.05594349466249298,5
3.3333333333333335,0.11618798955613578,0
3.3333333333333335,0.12024437656206609,1
3.3333333333333335,0.12768269491985873,2
3.3333333333333335,0.14863102998696218,3
3.3333333333333335,0.12336085478387565,4
3.3333333333333335,0.05586323139898869,5
3.5,0.11560777487670439,0
3.5,0.11885587336850875,1
3.5,0.12795436022819887,2
3.5,0.14895697522816168,3
3.5,0.12311801845556096,4
3.5,0.056344810980014454,5
3.6666666666666665,0.11734841891499855,0
3.6666666666666665,0.11968897528464315,1
3.6666666666666665,0.128226025536539,2
3.6666666666666665,0.14569752281616688,3
3.6666666666666665,0.11850412821758134,4
3.6666666666666665,0.05642507424351874,5
3.8333333333333335,0.11966927763272411,0
3.8333333333333335,0.11607886698139407,1
3.8333333333333335,0.1314860092366205,2
3.8333333333333335,0.14895697522816168,3
3.8333333333333335,0.12044681884409908,4
3.8333333333333335,0.056986917088048795,5
4.0,0.11734841891499855,0
4.0,0.11552346570397112,1
4.0,0.13175767454496062,2
4.0,0.14895697522816168,3
4.0,0.11996114618746964,4
4.0,0.05642507424351874,5
4.166666666666667,0.11401218450826806,0
4.166666666666667,0.11580116634268259,1
4.166666666666667,0.1328443357783211,2
4.166666666666667,0.1473272490221643,3
4.166666666666667,0.11267605633802817,4
4.166666666666667,0.0557027048719801,5
4.333333333333333,0.11850884827386134,0
4.333333333333333,0.1238544848653152,1
4.333333333333333,0.13230100516164087,2
4.333333333333333,0.14765319426336376,3
4.333333333333333,0.11364740165128702,4
4.333333333333333,0.05481980897343286,5
4.5,0.11662315056570932,0
4.5,0.125520688697584,1
4.5,0.13257267046998097,2
4.5,0.14797913950456323,3
4.5,0.11340456532297231,4
4.5,0.05473954570992856,5
4.666666666666667,0.11937917029300842,0
4.666666666666667,0.12579838933629547,1
4.666666666666667,0.1293126867698995,2
4.666666666666667,0.14178617992177314,3
4.666666666666667,0.11413307430791646,4
4.666666666666667,0.0542579661289028,5
4.833333333333333,0.1177835799245721,0
4.833333333333333,0.12829769508469868,1
4.833333333333333,0.13257267046998097,2
4.833333333333333,0.14765319426336376,3
4.833333333333333,0.11437591063623118,4
4.833333333333333,0.05401717633838991,5
5.0,0.11691325790542499,0
5.0,0.12857539572341017,1
5.0,0.13338766639500135,2
5.0,0.14928292046936115,3
5.0,0.12020398251578436,4
5.0,0.054498755919415685,5
5.166666666666667,0.11633304322599361,0
5.166666666666667,0.12801999444598722,1
5.166666666666667,0.1371909807117631,2
5.166666666666667,0.1515645371577575,3
5.166666666666667,0.12918892666342885,4
5.166666666666667,0.05530138855445863,5
5.333333333333333,0.1144473455178416,0
5.333333333333333,0.12801999444598722,1
5.333333333333333,0.13990763379516435,2
5.333333333333333,0.15189048239895697,3
5.333333333333333,0.13088878096163187,4
5.333333333333333,0.05578296813548439,5
5.5,0.11821874093414564,0
5.5,0.12968619827825603,1
5.5,0.13990763379516435,2
5.5,0.1528683181225554,3
5.5,0.1330743079164643,4
5.5,0.056264547716510155,5
5.666666666666667,0.1177835799245721,0
5.666666666666667,0.12579838933629547,1
5.666666666666667,0.14289595218690573,2
5.666666666666667,0.15547588005215124,3
5.666666666666667,0.1376881981544439,4
5.666666666666667,0.057950076250100326,5
5.833333333333333,0.12155497534087611,0
5.833333333333333,0.134407109136351,1
5.833333333333333,0.14425427872860636,2
5.833333333333333,0.16003911342894395,3
5.833333333333333,0.1345313258863526,4
5.833333333333333,0.05770928645958745,5
6.0,0.12010443864229767,0
6.0,0.13218550402665927,1
6.0,0.14941591958706874,2
6.0,0.1590612777053455,3
6.0,0.1423020883924235,4
6.0,0.0583513925676218,5
6.166666666666667,0.11923411662315057,0
6.166666666666667,0.1327409053040822,1
6.166666666666667,0.15213257267046998,2
6.166666666666667,0.1590612777053455,3
6.166666666666667,0.14715881495871783,4
6.166666666666667,0.05851191909463039,5
6.333333333333333,0.12228024369016535,0
6.333333333333333,0.13079700083310192,1
6.333333333333333,0.1687041564792176,2
6.333333333333333,0.15449804432855282,3
6.333333333333333,0.14910150558523555,4
6.333333333333333,0.059956657837707684,5
6.5,0.1298230345227734,0
6.5,0.13412940849763955,1
6.5,0.16571583808747625,2
6.5,0.15677966101694915,3
6.5,0.15541525012141816,4
6.5,0.06533429649249539,5
6.666666666666667,0.1450536698578474,0
6.666666666666667,0.15551235767842267,1
6.666666666666667,0.17114914425427874,2
6.666666666666667,0.16786179921773142,3
6.666666666666667,0.15954346770276834,4
6.666666666666667,0.06814351071514568,5
6.833333333333333,0.14418334783870032,0
6.833333333333333,0.14995834490419327,1
6.833333333333333,0.1741374626460201,2
6.833333333333333,0.1727509778357236,3
6.833333333333333,0.1711996114618747,4
6.833333333333333,0.08379484709848302,5
7.0,0.1572381781259066,0
7.0,0.1524576506525965,1
7.0,0.1752241238793806,2
7.0,0.181877444589309,3
7.0,0.19062651772705197,4
7.0,0.07930010434224255,5
7.166666666666667,0.1554975340876124,0
7.166666666666667,0.1516245487364621,1
7.166666666666667,0.1828307525129041,2
7.166666666666667,0.17503259452411993,3
7.166666666666667,0.19232637202525496,4
7.166666666666667,0.08218958182839714,5
7.333333333333333,0.17232375979112272,0
7.333333333333333,0.1524576506525965,1
7.333333333333333,0.18554740559630534,2
7.333333333333333,0.1805736636245111,3
7.333333333333333,0.2076250607090821,4
7.333333333333333,0.08636327153062044,5
7.5,0.17667536988685814,0
7.5,0.15995556789780618,1
7.5,0.2045639771801141,2
7.5,0.18448500651890481,3
7.5,0.23579407479358913,4
7.5,0.09069748775985231,5
7.666666666666667,0.17435451116913256,0
7.666666666666667,0.1893918356012219,1
